category,faam_property,type,value,base_url,label
metadata,label,string,Eugène Talbot,,
metadata,description,string,French classicist and translator (1814–1894),,
metadata,aliases,string,Eugène Talbot,,
metadata,qid,externalid,Q18117908,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005252,,
statements,VIAF ID,externalid,14777152,https://viaf.org/viaf/,
statements,date of birth,date,1814-08-17,,
statements,date of death,date,1894-09-20,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,QBx3kSJW,,teacher
statements,occupation,item,4oKtB5xy,,translator
statements,occupation,item,nrDVDBKf,,historian
statements,occupation,item,jQjsdegi,,editor
statements,occupation,item,3u3udDbY,,
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,mfnsFcRY,,
statements,place of death,item,6WHPpjFs,,
statements,educated at,item,kbd9itZ9,,
