category,faam_property,type,value,base_url,label
metadata,label,string,Rodolphe Kreutzer,,
metadata,label,string,Rodolphe Kreutzer,,
metadata,description,string,"French violinist, conductor, composer (1766-1831)",,
metadata,nodegoat_id,id,15995901,,
metadata,aliases,string,Rodolphe Kreutzer,,
metadata,qid,externalid,Q336692,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,54250851,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/53845,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Kreutzer,_Rodolphe",https://imslp.org/wiki/,
statements,date of birth,date,1766-11-15,,
statements,date of death,date,1831-01-06,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,2KT5AU2p,,conductor
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,irSPevuD,,violinist
statements,occupation,item,YYyZX3aY,,musicologist
statements,occupation,item,6XD3homi,,music educator
statements,occupation,item,ZX7Jzf9y,,university teacher
statements,occupation,item,6phaDvy8,,concertmaster
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,mNQbQBie,,Versailles
statements,place of death,item,9Mh2HUxt,,Geneva
statements,instrument,item,VZE4bgeN,,violin
statements,influenced by,item,UGFByeJo,,
statements,employer,item,NA5EnjbE,,Conservatoire de Paris
