category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Bassini's art of singing : an analytical, physiological and practical system for the cultivation of the voice",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004173,,,
metadata,FAAM manifestation ID,id,BUL-ml-rare-sco_mt845-b36-a79-1857,,,
metadata,call number,string,Crouch SpecColl MT845 .B36 A79 1857,,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,MiP8Tgm9,,Baylor University Libraries,
statements,keyword,item,ZS9h3s2q,,vocal pedagogy,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,ZaG64Piz,,Oliver Ditson Company,7tdgMgre|ZsURQGSW|1857
statements,agent,statement,7NUpzMVV,,Carlo Bassini,YvQmwaaW||
