category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"The Principles of singing : a practical guide for vocalists and teachers, with vocal exercises / by Albert B. Bach",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004169,,,
metadata,FAAM manifestation ID,id,OSU-b5903614,,,
metadata,call number,string,MT820 .B23 1894aeb,,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,gN2uDguf,,Ohio State University Libraries,
statements,keyword,item,ZS9h3s2q,,vocal pedagogy,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,bDoAvKvc,,Blackwood & Sons,7tdgMgre|neyfxrfu|1894
statements,agent,statement,4aFMAhXz,,Albert Bernhard Bach,YvQmwaaW||
