category,faam_property,type,value,label,qualifiers
metadata,label,string,Concerto (en RE mineur) : pour Piano avec Accompagnement d'Orchestre ou de Quatuor : Op: 40,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992642,,
metadata,FAAM manifestation ID,id,KCG-000356805,,
metadata,call number,string,II535 (1); II 22895,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1858,,
statements,date,date,1858,,
statements,date,date,1837,,
statements,handwritten annotation,item,Rfoj9dh4,Instrument Cue,
statements,handwritten annotation,item,gSHSbZQr,instrument call,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,bsgSL8K5,Rehearsal letter,
statements,handwritten annotation,item,WT9AcUBt,tempo,
statements,handwritten annotation,item,WtvibJFF,accent,
statements,handwritten annotation,item,aCRY7SgN,accidental,
statements,handwritten annotation,item,MCVLnYka,espressivo,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,handwritten annotation,item,3zoajAt8,rest measure count,
statements,handwritten annotation,item,B7WuhvkL,fermata,
statements,handwritten annotation,item,iWuVLJam,rallentando,
statements,handwritten annotation,item,ZGMagNYo,transposition,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,65rhe5Po,concerto,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,musical work,item,A86CDyv8,Piano Concerto No. 2,
statements,agent,statement,3NyookEG,Anonymous,2ZAuwsSp|8LdweD7c|1858
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap|8LdweD7c|1858
statements,agent,statement,SGrSvda8,Felix Mendelssohn,fkHJwpoD||1837
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,place,item,8LdweD7c,Ghent,
statements,place,item,8LdweD7c,Ghent,
