category,faam_property,type,value,base_url,label
metadata,label,string,Francesco Manelli,,
metadata,description,string,Italian composer,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q326934,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,12501970,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30010882,https://rism.online/,
statements,date of birth,date,1594-09-13,,
statements,date of birth,date,1595-01-01,,
statements,date of death,date,1667-01-01,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,n9MN9cLo,,opera singer
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,ChZmd2Mq,,Tivoli
statements,place of death,item,6rQmfJtC,,Parma
statements,instrument,item,KJkThvsq,,voice
statements,influenced by,item,28kDRtWH,,
