category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Klavier-Konzert F dur : mit Begleitung eines zweiten Klaviers,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992692,,,
metadata,FAAM manifestation ID,id,KCA-030902808283,,,
metadata,call number,string,MM-TPT-BACH-klavier-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,nTx2RkTQ,,trill,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,QyAptNqX,,ritardando,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,TLaaNgbw,,chronometry,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,X8NxipyB,,concerto,
statements,keyword,item,me6W6HAh,,keyboard concerto,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,CL6scX3X,,"Harpsichord Concerto No.6 in F major, BWV 1057",
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
statements,agent,statement,2yHpmJQV,,Marinus de Jong,oMERLdSN|bSzLPudk|
statements,agent,statement,W8EfwtH8,,Steingräber Verlag,7tdgMgre|4GU7NjmQ|
statements,agent,statement,nXRqon53,,Hugo Riemann,6UPEJgTQ||
