category,faam_property,type,value,base_url,label
metadata,label,string,Giovanni Maria Casini,,
metadata,description,string,Italian composer,,
metadata,aliases,string,Giovanni Maria Casini,,
metadata,qid,externalid,Q28971596,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005082,,
statements,VIAF ID,externalid,74053373,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30000611,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Casini,_Giovanni_Maria",https://imslp.org/wiki/,
statements,date of birth,date,1652-12-16,,
statements,date of death,date,1719-02-25,,
statements,instance of,item,aJeJBesD,,human
statements,role,item,YvQmwaaW,,composer
statements,related to,item,ZMpsLcpT,,Cecilian Movement
statements,related to,item,Gx3B7DJH,,early music
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,ZhptKYF3,,organist
statements,sex or gender,item,ku2dT5kg,,male
statements,place of birth,item,Wk99hCAF,,
statements,place of death,item,Wk99hCAF,,
statements,instrument,item,8cygiHEB,,organ
