category,faam_property,type,value,label,qualifiers
metadata,label,string,Intermezzo (Pas des fleures),,
metadata,description,string,,,
metadata,nodegoat_id,id,16005395,,
metadata,FAAM manifestation ID,id,ORP-20143702p13,,
metadata,call number,string,KTS1 H.11.map.004,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,RHxmTGG2,dance music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,PH2vUbe5,Léo Delibes,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
