category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Deuxième Solo : Pour Le Cor avec Accompagnement de deux Violons, Alto, et Basse, flûte, Clarinettes, Cors et Bassons : Opéra 7.",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992625,,,
metadata,FAAM manifestation ID,id,KCG-000345308,,,
metadata,call number,string,II 1361,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,JwqBvu9Z,,fermata,
statements,handwritten annotation,item,m9rNaSAR,,rallentando,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,keyword,item,QHAoKPG8,,solo,
statements,keyword,item,LmDaVvmF,,reduction,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,instrumentation,item,SRXTUjuW,,horn,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,4fo2oaDC,,"Horn Solo No.2, Op.7",
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN|AYShtw7v|1841
statements,agent,statement,AsPJ6dfX,,Jacques François Gallay,YvQmwaaW||
