category,faam_property,type,value,label,qualifiers
metadata,label,string,QUATRE MORCEAUX CLASSIQUES,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992649,,
metadata,FAAM manifestation ID,id,KCG-000369609,,
metadata,call number,string,II 1681; II6663; II6664 (1898),,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,BarxiZYR,organ stop,
statements,editorial annotation,item,3WB3MVBB,Tenuto,
statements,editorial annotation,item,WtvibJFF,accent,
statements,handwritten annotation,item,EgH6igGS,signature,
statements,handwritten annotation,item,DS9HvPwY,point in time,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,BarxiZYR,organ stop,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,related item,item,DS9HvPwY,point in time,
statements,related item,item,4tDcUzEt,François-Joseph Fétis,
statements,keyword,item,hDjDJrVY,march,
statements,keyword,item,A85JP7AT,organ music,
statements,instrumentation,item,RXg4snEH,organ,
statements,agent,statement,PrefYzTr,Joseph Tilborghs,fkHJwpoD||
statements,agent,statement,JEZ5AweR,Schott Music,GBgJfRbK|9k2MygHr|
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,place,item,9k2MygHr,City of Brussels,
