category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Matinées Musicales des Elèves du Conservatoire de Musique de Gand (1858-1872),,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005795,,,
metadata,FAAM manifestation ID,id,KCG-conpr_18581872,,,
metadata,call number,string,not available,,,
metadata,score format,item,KEwR4rEs,,Text,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Concert booklets of conservatoire examinations and public concerts.,,,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,jSGDbTZp,,booklet,
statements,keyword,item,NkfcVjHM,,music education,
statements,agent,statement,KW3RZcDp,,Royal Conservatory of Ghent,7tdgMgre|AYShtw7v|1858
