category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Das System der großen Gesangschule des Bernacchi von Bologna : nebst klassischen, bisher ungedruckten Singübungen von Meistern aus derselben Schule",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004197,,,
metadata,FAAM manifestation ID,id,BSL-848545451,,,
metadata,call number,string,"SBB-PK Berlin <4""@Mus. E 1117>",,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,provenance,item,2DsweKwv,,Berlin State Library,
statements,related item,item,fg8vbQyL,,Antonio Bernacchi,
statements,keyword,item,ZS9h3s2q,,vocal pedagogy,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,PkZM93eA,,Friedrich Wilhelm Arnold,7tdgMgre|mRsCycJu|1835
statements,agent,statement,kHoYwJ3n,,Heinrich Ferdinand Steinmann,YvQmwaaW||
