category,faam_property,type,value,label,qualifiers
metadata,label,string,"Huit petits préludes et fugues, trois préludes, neuf fugues, cinq fantaisies",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992344,,
metadata,FAAM manifestation ID,id,KCA-030902707634,,
metadata,call number,string,MM-TO-BACH-oeuvrec-5,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,VMA2AmEN,performance practice,
statements,editorial annotation,item,LiFYdNgN,comparative study,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,jCuFYGDc,ink stamp,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,CPJ2a2C2,articulation,
statements,editorial annotation,item,BarxiZYR,organ stop,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,RePdmToB,breath mark,
statements,handwritten annotation,item,bZxRjBKt,brackets,
statements,handwritten annotation,item,CPJ2a2C2,articulation,
statements,handwritten annotation,item,aCRY7SgN,accidental,
statements,handwritten annotation,item,3ts8CrNB,musical phrasing,
statements,handwritten annotation,item,WuWcWk4u,ritenuto,
statements,handwritten annotation,item,BarxiZYR,organ stop,
statements,handwritten annotation,item,bmWfNETn,pedal keyboard,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,A85JP7AT,organ music,
statements,keyword,item,Cud74GBt,prelude,
statements,keyword,item,K3Ds589T,fugue,
statements,keyword,item,FSduWvy5,early music,
statements,instrumentation,item,RXg4snEH,organ,
statements,musical work,item,bg7wYLer,Eight Short Preludes and Fugues,
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,he9gB9A7,Marcel Dupré,fkHJwpoD||
statements,agent,statement,QhRQ5LW9,Johann Sebastian Bach,fkHJwpoD||
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
