category,faam_property,type,value,label,qualifiers
metadata,label,string,Die Mühle - Op. 17 No. 3,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005385,,
metadata,FAAM manifestation ID,id,ORP-20143702p3,,
metadata,call number,string,KTS1 H.11.map.004,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,jvhZafsd,piano cycle,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,dGPuqxgm,Adolf Jensen,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
