category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Patrouille persane pour piano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992783,,,
metadata,FAAM manifestation ID,id,KCA-TP-117692,,,
metadata,call number,string,TP,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,iyfjpyT2,,octave sign,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,8rovk6Ag,,exoticism,
statements,keyword,item,nkttqptP,,music of Iran,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,SuXFo92N,,Gustave Faes,7tdgMgre|bSzLPudk|
statements,agent,statement,LQND7DE7,,Breitkopf & Härtel,7tdgMgre|4GU7NjmQ|
statements,agent,statement,ZmNH2Qss,,Alphonse Antoine Neufcour,YvQmwaaW||
