category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Joli mois de Mai,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005524,,,
metadata,FAAM manifestation ID,id,ORP-20143988p21,,,
metadata,call number,string,KTS1 H.11.map.008,,,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"L'Illustration, N. 3201
L'Illustration, N. 3201",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,Gx3B7DJH,,early music,
statements,agent,statement,kzP7cKR6,,Julien Tiersot,6UPEJgTQ||
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|02-07-1904
