category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Fantasie für Pianoforte, Orchester und Chor, op. 80",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992713,,,
metadata,FAAM manifestation ID,id,KCA-030903242334,,,
metadata,call number,string,MM-TPT-BEETH-fanta80-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,E4rhHet3,,instrument call,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,amkJ6EBs,,cadenza,
statements,editorial annotation,item,EXzrp8XT,,ossia,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,UJ57Ew5y,,musical phrasing,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,3TH8dCwg,,accelerando,
statements,handwritten annotation,item,7WfWytMV,,ritenuto,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,DQwB3wUJ,,fantasia,
statements,keyword,item,iHeydB2F,,piano concerto,
statements,keyword,item,YVdQHjKd,,choral music,
statements,keyword,item,LmDaVvmF,,reduction,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,RUMoSRYx,,"Choral Fantasy, Op.80",
statements,agent,statement,TZfafBBe,,Ludwig van Beethoven,YvQmwaaW||
statements,agent,statement,KQYeWCdx,,Franz Kullak,6UPEJgTQ|PNeLQZnK|05-1887
statements,agent,statement,2yHpmJQV,,Marinus de Jong,oMERLdSN||
statements,agent,statement,W8EfwtH8,,Steingräber Verlag,7tdgMgre||
