category,faam_property,type,value,base_url,label
metadata,label,string,Richard Hofmann,,
metadata,description,string,German footballer (1906-1983),,
metadata,aliases,string,Richard Hofmann,,
metadata,qid,externalid,Q314825,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15996040,,
statements,VIAF ID,externalid,20475096,https://viaf.org/viaf/,
statements,date of birth,date,1906-02-08,,
statements,date of death,date,1983-05-05,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,GjCUPX6j,,
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,CTNhzr7a,,Germany
statements,place of birth,item,jQMy8efT,,
statements,place of death,item,nJs6iCY3,,
