category,faam_property,type,value,label,qualifiers
metadata,label,string,The English madrigal school : a guide to its practical use,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992765,,
metadata,FAAM manifestation ID,id,UTL-978107756,,
metadata,call number,string,ML2631 .F48 1920 MUSI N,,
metadata,score format,item,ifXZogMQ,Music Treatise,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1910,,
statements,date,date,1910,,
statements,editorial annotation,item,VMA2AmEN,performance practice,
statements,editorial annotation,item,LiFYdNgN,comparative study,
statements,handwritten annotation,item,8Ki8U5U4,underline,
statements,provenance,item,PmoGKNnr,University of Toronto Libraries,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,2FQ4SCuS,polyphony,
statements,keyword,item,jArGUTgq,historically informed performance,
statements,keyword,item,9farY66Z,music education,
statements,keyword,item,n8dr8Tqi,madrigal,
statements,instrumentation,item,KJkThvsq,voice,
statements,agent,statement,E7JVkcFS,Stainer & Bell,GBgJfRbK|bsTArmEN|1910
statements,agent,statement,RaWYp422,Edmund Fellowes,NgFpoygv|bsTArmEN|1910
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,NgFpoygv,scholar,
statements,place,item,bsTArmEN,London,
statements,place,item,bsTArmEN,London,
