category,faam_property,type,value,base_url,label
metadata,label,string,Matteo Palotta,,
metadata,label,string,Matteo Palotta,,
metadata,description,string,Italian composer,,
metadata,id,id,AD79ader,,
metadata,nodegoat_id,id,16005192,,
metadata,aliases,string,Il Palermitano,,
metadata,aliases,string,Matteo Palotta,,
metadata,qid,externalid,Q18648032,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,25481767,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30002430,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Palotta,_Matteo",https://imslp.org/wiki/,
statements,date of birth,date,1688-00-00,,
statements,date of birth,date,1680-00-00,,
statements,date of death,date,1758-00-00,,
statements,date of death,date,1758-03-28,,
statements,date of death,date,1758-03-30,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,jTMjFsDj,,Cecilian Movement
statements,related to,item,FSduWvy5,,early music
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,UwKHjDYx,,Palermo
statements,place of death,item,LD8HW7Tp,,Vienna
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
