category,faam_property,type,value,label,qualifiers
metadata,label,string,"Sonate : n° IV a moll: für Orgel, op. 98",,
metadata,description,string,,,
metadata,nodegoat_id,id,16004130,,
metadata,FAAM manifestation ID,id,KCA-030904127948,,
metadata,call number,string,MM-TO-RHEIN-sonat4-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,bmWfNETn,pedal keyboard,
statements,handwritten annotation,item,iWuVLJam,rallentando,
statements,handwritten annotation,item,WT9AcUBt,tempo,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,E2chmtzQ,sonata,
statements,keyword,item,A85JP7AT,organ music,
statements,instrumentation,item,RXg4snEH,organ,
statements,musical work,item,ftLdN2oy,"Organ Sonata No.4, Op.98",
statements,agent,statement,kaxviS8H,Robert Forberg,GBgJfRbK|GKcJxAtt|
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,4mYssfUB,Josef Rheinberger,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GKcJxAtt,Leipzig,
