category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Moment musical : pour piano,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992418,,,
metadata,FAAM manifestation ID,id,KCA-030904482400,,,
metadata,call number,string,MM-TP-SCHUB-momentm-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,DawBtzdU,,solmization,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,KdGKqPWR,,piano cycle,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,R4kbx2j4,,Six moments musicaux,
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre||
statements,agent,statement,CWKiEvvh,,Franz Schubert,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
