category,faam_property,type,value,label,qualifiers
metadata,label,string,"Missa ad fugam in perpetuo canone, in G, a quattro voci, da capella, di Giovanni Pietro Aloisio da Palestrina.... Pubblicato... de Aless. Steff Choron,...",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992762,,
metadata,FAAM manifestation ID,id,BNF-431877350,,
metadata,call number,string,L-12066,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1806,,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,MEjPi9ot,choral music,
statements,keyword,item,oQTyk8An,mass,
statements,keyword,item,jTMjFsDj,Cecilian Movement,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,5yLc7bQJ,choir,
statements,musical work,item,DfELpEAQ,Missa ad fugam,
statements,agent,statement,Ddx923Ut,Giovanni Pierluigi da Palestrina,fkHJwpoD||
statements,agent,statement,nrWaKLQc,Alexandre-Étienne Choron,45qo3Fj3||1806
statements,role,item,fkHJwpoD,composer,
statements,role,item,45qo3Fj3,music editor,
