category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Duo motetta (Ave verum - Sub tuum). Ad tres voces aequales cum organo ad libitum,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005671,,,
metadata,FAAM manifestation ID,id,DPF-202502020,,,
metadata,call number,string,ms-1933-04,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Supplementum ad periodicum MUSICA SACRA Decembris 1933 (No. 4).,,,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,mMrUGL4h,,ad libitum,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,K4TocMAK,,slur,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,MR3kLpuM,,bar number,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,ieqEGEHo,,messa di voce,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,provenance,item,HkU9txzL,,Donation Private Fonds,
statements,keyword,item,Rn2iLGJr,,period composition,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,keyword,item,BdJHjaCE,,liturgical music,
statements,keyword,item,ik3NwdWW,,motet,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,8cygiHEB,,organ,
statements,agent,statement,Xdxu2ivX,,Henri Durieux,YvQmwaaW||
statements,agent,statement,CGy68nTi,,Éditions Desclée de Brouwer,7tdgMgre|QRuTEdwa|12-1933
statements,agent,statement,73rx6srk,,Florian Heyerick,9QaFAsRL||
statements,agent,statement,X3yMqYb6,,Musica Sacra: tijdschrift voor kerkzang en gewijde muziek,7tdgMgre|QRuTEdwa|
