category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Troisième symphonie,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992264,,,
metadata,FAAM manifestation ID,id,KCA-030901511763,,,
metadata,call number,string,MM-DUBP-CHEVR-symf3-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,handwritten annotation,item,S8SxfonU,,measure subdivision,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,QeqFpJLJ,,underline,
statements,handwritten annotation,item,hChNthvw,,date,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Zgsxtx6S,,symphony,
statements,keyword,item,4tQBaATq,,symphonic music,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,agent,statement,VAncHNTJ,,Raymond Chevreuille,YvQmwaaW||1950
statements,agent,statement,VAncHNTJ,,Raymond Chevreuille,AcFWzeQH||1950
