category,faam_property,type,value,label,qualifiers
metadata,label,string,Marlborough - Op. 42,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005386,,
metadata,FAAM manifestation ID,id,ORP-20143702p4,,
metadata,call number,string,KTS1 H.11.map.004,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,ZdpNGGJP,arpeggio,
statements,editorial annotation,item,KTdA5xD8,una corda,
statements,editorial annotation,item,74i4Vmgy,tre le corde,
statements,editorial annotation,item,d2uUDsVY,variation,
statements,editorial annotation,item,YRq3pSH7,cadenza,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,RkkGPiKU,Lucien-Léon Guillaume Lambert,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,nCTSPiBQ,Colombier Editeur,GBgJfRbK|GDeKaNeC|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
