category,faam_property,type,value,label,qualifiers
metadata,label,string,Orfeo,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992695,,
metadata,FAAM manifestation ID,id,KCA-030901700127,,
metadata,call number,string,MM-ZO-MONTE-orfeo-185,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1915,,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,CFKULSen,instrument substitution,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,editorial annotation,item,ch89W2mx,time signature,
statements,editorial annotation,item,VMA2AmEN,performance practice,
statements,editorial annotation,item,bsgSL8K5,Rehearsal letter,
statements,editorial annotation,item,3Vvybq56,affect,
statements,editorial annotation,item,FhoqCrfh,realization of figured bass,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,hxYumS2J,opera,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,instrumentation,item,3Sa6bp7X,continuo group,
statements,instrumentation,item,5yLc7bQJ,choir,
statements,instrumentation,item,KJkThvsq,voice,
statements,musical work,item,CRfaGGoV,L'Orfeo,
statements,agent,statement,PKxgDBwU,Maatschappij der Nieuwe Concerten,NgFpoygv||
statements,agent,statement,PikNt4Wc,Claudio Monteverdi,fkHJwpoD||
statements,agent,statement,mc2UEWpA,Vincent d'Indy,45qo3Fj3|GDeKaNeC|1915
statements,role,item,NgFpoygv,scholar,
statements,role,item,fkHJwpoD,composer,
statements,role,item,45qo3Fj3,music editor,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
