category,faam_property,type,value,label,qualifiers
metadata,label,string,"Grande Sonate brillante : für Gitarre und Klavier, op. 102",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992524,,
metadata,FAAM manifestation ID,id,KCA-030901582434,,
metadata,call number,string,UM-TGI-DIABE-sona102-2,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1963,,
statements,handwritten annotation,item,CPJ2a2C2,articulation,
statements,handwritten annotation,item,3ts8CrNB,musical phrasing,
statements,handwritten annotation,item,kmMxdth8,bar number,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,RePdmToB,breath mark,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,UDva945b,crescendo,
statements,handwritten annotation,item,e9t5BdLA,decrescendo,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,6kwYh3HH,chamber music,
statements,keyword,item,E2chmtzQ,sonata,
statements,instrumentation,item,ESwP43qy,guitar,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,SBqZBFLx,"Grande Sonate brillante pour le Pianoforte et Guitare, Op.102",
statements,agent,statement,ZzuDM3Sj,Bote & Bock,GBgJfRbK||1963
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,Jw59WnUZ,Anton Diabelli,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
