category,faam_property,type,value,base_url,label
metadata,label,string,Joannes Brans,,
metadata,description,string,Dutch teacher and Belgian school director and inspector,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q115757605,http://wwww.wikidata.org/entity/,
statements,date of birth,date,1796-12-27,,
statements,date of death,date,1862-11-13,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,YJXYuK6r,,head teacher
statements,occupation,item,2znXfacf,,school inspector
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,ZvjsCjDf,,Kingdom of the Netherlands
statements,place of birth,item,JwHbbEG6,,Amsterdam
statements,place of death,item,PKMmukjk,,Bruges
