category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Convoluut,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16002811,,,
metadata,FAAM manifestation ID,id,KCA-030902808952,,,
metadata,call number,string,MM-TP-STEIB-sonat65-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,RISM ID,externalid,sources/990061433,https://rism.online/,,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,ieqEGEHo,,messa di voce,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,RtkoMT89,,sonata,
statements,instrumentation,item,LoXSg3U3,,fortepiano,
statements,agent,statement,2pxTLyTP,,Jérôme-Joseph de Momigny,7tdgMgre|dtkJhYLf|
statements,agent,statement,j2o7VZsd,,Daniel Steibelt,YvQmwaaW||
