category,faam_property,type,value,base_url,label
metadata,label,string,Jean-Féry Rebel,,
metadata,label,string,Jean-Féry Rebel,,
metadata,description,string,French Baroque composer and violinist,,
metadata,nodegoat_id,id,16005059,,
metadata,aliases,string,Jean-Fery Rebel,,
metadata,aliases,string,Jean-Féry Rebel,,
metadata,qid,externalid,Q954589,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,66652866,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30012255,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Rebel,_Jean-Féry",https://imslp.org/wiki/,
statements,date of birth,date,1666-04-18,,
statements,date of death,date,1747-01-02,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,FSduWvy5,,early music
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,irSPevuD,,violinist
statements,occupation,item,LcwfzPiG,,harpsichordist
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,NTVdRo4W,,Paris
statements,place of death,item,NTVdRo4W,,Paris
statements,instrument,item,VZE4bgeN,,violin
statements,instrument,item,YmTjo9Ww,,harpsichord
statements,influenced by,item,2Myfzcub,,Jean-Baptiste Lully
statements,employer,item,PuHUWBAB,,Académie Royale de Musique
