category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Capricio,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992302,,,
metadata,FAAM manifestation ID,id,KCA-030902419677,,,
metadata,call number,string,MM-MS-WAMBA-humor2-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,handwritten annotation,item,EqtAuzbH,,metronome mark,
statements,handwritten annotation,item,mkCY9LDD,,tempo,
statements,handwritten annotation,item,D6RjeTWv,,musical expression,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,handwritten annotation,item,jP8px5zn,,bowing,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,jLreunkg,,tenuto,
statements,handwritten annotation,item,6fQyHcwz,,accent,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,handwritten annotation,item,b3QcSGeL,,leggiero,
statements,handwritten annotation,item,7WfWytMV,,ritenuto,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,SRaiiKJr,,decrescendo,
statements,handwritten annotation,item,3TH8dCwg,,accelerando,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,4tQBaATq,,symphonic music,
statements,keyword,item,PPhziStg,,capriccio,
statements,instrumentation,item,E2dDDzdk,,piccolo,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,instrumentation,item,HcmSE474,,oboe,
statements,instrumentation,item,MVLRXXFR,,clarinet,
statements,instrumentation,item,9t6BfJ2T,,bassoon,
statements,instrumentation,item,SRXTUjuW,,horn,
statements,instrumentation,item,WVAicT8o,,trumpet,
statements,instrumentation,item,WfkJpufF,,trombone,
statements,instrumentation,item,JgHhttf9,,timpani,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,K9mQeF4d,,viola,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,instrumentation,item,i6ZUL4z4,,double bass,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,musical work,item,H8Pb4inH,,Les Humoresques,
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH||
statements,agent,statement,AedSA8fV,,Émile Wambach,YvQmwaaW||
