category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Les délices de l'opéra : rondos, fantaisies, mosaïque et variations sur des thêmes favorits des opéras modernes: pour la flûte avec accompagnement de pianoforte",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992745,,,
metadata,FAAM manifestation ID,id,KCG-000345131,,,
metadata,call number,string,A1461 (1-4),,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,7TfyuFpZ,,turn,
statements,editorial annotation,item,amkJ6EBs,,cadenza,
statements,editorial annotation,item,mMrUGL4h,,ad libitum,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,Cbxx8HUs,,cantabile,
statements,editorial annotation,item,E4rhHet3,,instrument call,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,mGvrzsgB,,salon music,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,AdNoqEfD,,flute,
statements,musical work,item,JbE9VQs8,,Les Délices de l'Opéra,
statements,agent,statement,66pdprvL,,Ludwig Plattner,7tdgMgre|LHFuBj76|
statements,agent,statement,FzuLDZCr,,Vincenzo Bellini,YvQmwaaW||
statements,agent,statement,DfHHYDni,,Anton Bernhard Fürstenau,YvQmwaaW||
