category,faam_property,type,value,base_url,label
metadata,label,string,Archibald Thompson Davison,,
metadata,label,string,Archibald Thompson Davison,,
metadata,description,string,American conductor (1883-1961),,
metadata,id,id,36FvuTcU,,
metadata,nodegoat_id,id,16002667,,
metadata,aliases,string,Archibald Thompson Davison,,
metadata,qid,externalid,Q633492,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,34450152,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30027403,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Davison,_Archibald_Thompson",https://imslp.org/wiki/,
statements,date of birth,date,1883-10-11,,
statements,date of death,date,1961-02-06,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,45qo3Fj3,,music editor
statements,related to,item,FSduWvy5,,early music
statements,occupation,item,2KT5AU2p,,conductor
statements,occupation,item,DuXUy53R,,recording artist
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,LbfJnd9y,,United States
statements,place of birth,item,5qeNfbD6,,Boston
statements,educated at,item,9yqEFVU3,,Harvard University
resources,image,image,Archibald_Thompson_Davison.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
