category,faam_property,type,value,base_url,label
metadata,label,string,Giacomo Antonio Perti,,
metadata,label,string,Giacomo Antonio Perti,,
metadata,description,string,Italian composer (1661-1756),,
metadata,nodegoat_id,id,16005117,,
metadata,aliases,string,Giacomo Antonio Perti,,
metadata,qid,externalid,Q545451,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,19946155,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30002489,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Perti,_Giacomo_Antonio",https://imslp.org/wiki/,
statements,date of birth,date,1661-06-06,,
statements,date of death,date,1756-04-10,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,FSduWvy5,,early music
statements,related to,item,jTMjFsDj,,Cecilian Movement
statements,occupation,item,9joWzZuU,,opera composer
statements,occupation,item,irSPevuD,,violinist
statements,occupation,item,L7bRkYff,,chapelmaster
statements,occupation,item,6XD3homi,,music educator
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,RZra3Qhj,,Bologna
statements,place of death,item,RZra3Qhj,,Bologna
statements,instrument,item,VZE4bgeN,,violin
statements,influenced by,item,9DdWGtU7,,
statements,influenced by,item,iiRfbXBY,,Giuseppe Corsi
statements,influenced by,item,424MQW8G,,
