category,faam_property,type,value,label,qualifiers
metadata,label,string,Charlotte Corday: idylle: inleiding tot het 4de tafereel,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992321,,
metadata,FAAM manifestation ID,id,KCA-030901620275,,
metadata,call number,string,MM-OO-BENOI-charlot-35 MM-OO-BENOI-charlot-35,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,j3pK6Dqo,Lithographic quality,
statements,date,date,1876,,
statements,handwritten annotation,item,bsgSL8K5,Rehearsal letter,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,A4NPbBsi,ornament,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,hCL8ZYQY,symphonic music,
statements,keyword,item,FHTHb7Dq,overture,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,musical work,item,gvB7xdLy,Charlotte Corday,
statements,agent,statement,3NyookEG,Anonymous,45qo3Fj3||
statements,agent,statement,73vECvez,Peter Benoit,fkHJwpoD||1876
statements,role,item,45qo3Fj3,music editor,
statements,role,item,fkHJwpoD,composer,
