category,faam_property,type,value,base_url,label
metadata,label,string,Albrecht Agthe,,
metadata,description,string,German music teacher and composer (1790–1873),,
metadata,id,id,KTCXqLBN,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q4057147,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,301640367,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30006500,https://rism.online/,
statements,date of birth,date,1790-04-14,,
statements,date of birth,date,1790-07-13,,
statements,date of birth,date,1790-04-13,,
statements,date of death,date,1873-10-08,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,5VsN9kHM,,Duchy of Anhalt
statements,place of birth,item,iURePiWc,,Ballenstedt
statements,place of death,item,Km6ATdgQ,,Berlin
statements,instrument,item,VZE4bgeN,,violin
statements,influenced by,item,NjrsgrZ2,,
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
