category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"2e symphonie : en do min, op. 17",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992328,,,
metadata,FAAM manifestation ID,id,KCA-030904478887,,,
metadata,call number,string,MM-OO-TSJAI-symf2-46,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,handwritten annotation,item,hChNthvw,,date,
statements,handwritten annotation,item,TLaaNgbw,,chronometry,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,jP8px5zn,,bowing,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,handwritten annotation,item,mkCY9LDD,,tempo,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,E4rhHet3,,instrument call,
statements,handwritten annotation,item,Jx8FMpyt,,brackets,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,m9rNaSAR,,rallentando,
statements,handwritten annotation,item,c8jBELvt,,stringendo,
statements,handwritten annotation,item,MR3kLpuM,,bar number,
statements,handwritten annotation,item,2niWvJiL,,instrument substitution,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Zgsxtx6S,,symphony,
statements,keyword,item,4tQBaATq,,symphonic music,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,musical work,item,FrMtEQzF,,"Symphony No. 2, Op. 17",
statements,agent,statement,JanKyaSj,,Pyotr Ilyich Tchaikovsky,YvQmwaaW||
statements,agent,statement,X9GjfsUf,,Flor Alpaerts,AcFWzeQH||20-02-1929
statements,agent,statement,GK7UXWTC,,Royal Society for Zoology Antwerp,9QaFAsRL|bSzLPudk|20-02-1929
