category,faam_property,type,value,base_url,label
metadata,label,string,Jozef Van der Meulen,,
metadata,label,string,Jozef Van der Meulen,,
metadata,description,string,Belgian conductor and musicologist (1869-1931),,
metadata,nodegoat_id,id,16002606,,
metadata,aliases,string,Jozef Van der Meulen,,
metadata,qid,externalid,Q2791884,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,317166954,https://viaf.org/viaf/,
statements,date of birth,date,1869-03-24,,
statements,date of death,date,1931-09-26,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,2KT5AU2p,,conductor
statements,occupation,item,YYyZX3aY,,musicologist
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,QbfXawnE,,Belgium
