category,faam_property,type,value,base_url,label
metadata,label,string,Biagio Marini,,
metadata,label,string,Biagio Marini,,
metadata,description,string,Italian violinist and composer,,
metadata,nodegoat_id,id,15996049,,
metadata,aliases,string,Biagio Marini,,
metadata,qid,externalid,Q369787,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,87537897,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30006398,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Marini,_Biagio",https://imslp.org/wiki/,
statements,date of birth,date,1594-02-05,,
statements,date of death,date,1663-03-20,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7L3SCe2M,,Republic of Venice
statements,place of birth,item,6krP3pJ4,,Brescia
statements,place of death,item,MDWRhZ8K,,Venice
statements,instrument,item,VZE4bgeN,,violin
