category,faam_property,type,value,label,qualifiers
metadata,label,string,Petit Mari - Petite femme. 5 Pièces pour piano a 4 mains,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005484,,
metadata,FAAM manifestation ID,id,ORP-20143700p35,,
metadata,call number,string,KTS1 H.11.map.006,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,note,html,"L'Illustration, N. 3158
L'Illustration, N. 3158",,
statements,date,date,05-09-1903,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,4ZvdnZdj,programme music,
statements,instrumentation,item,8dmpbmcx,keyboard four hands,
statements,agent,statement,GAjUWeze,Edmond Arnaud,fkHJwpoD||
statements,agent,statement,GAjUWeze,Edmond Arnaud,fkHJwpoD||
statements,agent,statement,Ui7C9eZU,L'Illustration,GBgJfRbK|GDeKaNeC|
statements,agent,statement,Ui7C9eZU,L'Illustration,GBgJfRbK|GDeKaNeC|05-09-1903
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
