category,faam_property,type,value,base_url,label
metadata,label,string,Cécile Chaminade,,
metadata,label,string,Cécile Chaminade,,
metadata,description,string,French composer and pianist (1857-1944),,
metadata,nodegoat_id,id,16005226,,
metadata,aliases,string,Cécile Louise Stéphanie Chaminade,,
metadata,aliases,string,Cécile Chaminade,,
metadata,qid,externalid,Q236438,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,76579842,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30016699,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Chaminade,_Cécile",https://imslp.org/wiki/,
statements,IMSLP ID,externalid,"Category:Chaminade,_C",https://imslp.org/wiki/,
statements,date of birth,date,1857-08-08,,
statements,date of death,date,1944-04-13,,
statements,date of death,date,1944-04-18,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,RHfvaKqY,,pianist
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,26wSDGrp,,flautist
statements,sex or gender,item,ge9ACHGn,,female
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,NTVdRo4W,,Paris
statements,place of birth,item,iDFMUZU8,,Batignolles-Monceau
statements,place of death,item,f7pcxvWR,,Monte Carlo
statements,instrument,item,GoXpNrsh,,piano
statements,influenced by,item,2JC9tGWC,,Camille Saint-Saëns
statements,influenced by,item,L988NV2r,,
statements,influenced by,item,gTYuagCW,,Benjamin Godard
statements,influenced by,item,Lje5Cgqo,,
statements,influenced by,item,n7zaDq2T,,Georges Bizet
statements,educated at,item,NA5EnjbE,,Conservatoire de Paris
