category,faam_property,type,value,base_url,label
metadata,label,string,Jean-Baptiste Faure,,
metadata,label,string,Jean-Baptiste Faure,,
metadata,description,string,French baritone and composer,,
metadata,nodegoat_id,id,16005779,,
metadata,aliases,string,J. Faure,,
metadata,aliases,string,Jean-Baptiste Faure,,
metadata,qid,externalid,Q320464,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,46946260,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30005386,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Faure,_Jean-Baptiste",https://imslp.org/wiki/,
statements,date of birth,date,1830-01-15,,
statements,date of death,date,1914-11-09,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,jTMjFsDj,,Cecilian Movement
statements,occupation,item,MsUUiHYR,,art collector
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,n9MN9cLo,,opera singer
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,nKVSgRww,,Moulins
statements,place of death,item,NTVdRo4W,,Paris
statements,instrument,item,KJkThvsq,,voice
statements,influenced by,item,kbFSjbFJ,,
statements,influenced by,item,Mus6HtS9,,
statements,employer,item,NA5EnjbE,,Conservatoire de Paris
