category,faam_property,type,value,base_url,label
metadata,label,string,Adolphe Deslandres,,
metadata,label,string,Adolphe Deslandres,,
metadata,description,string,French composer and organist (1840-1911),,
metadata,id,id,edYrwxE4,,
metadata,nodegoat_id,id,16005284,,
metadata,aliases,string,Adolphe Deslandres,,
metadata,qid,externalid,Q365723,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,19955254,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30015078,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Deslandres,_Adolphe",https://imslp.org/wiki/,
statements,date of birth,date,1840-01-22,,
statements,date of death,date,1911-07-30,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,PGamAZRD,,organist
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,NTVdRo4W,,Paris
statements,place of death,item,NTVdRo4W,,Paris
statements,instrument,item,J32Mk8QV,,pipe organ
statements,influenced by,item,AWqDraUS,,François Benoist
statements,educated at,item,NA5EnjbE,,Conservatoire de Paris
statements,employer,item,NA5EnjbE,,Conservatoire de Paris
resources,image,image,Adolphe_Deslandres.gif,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
