category,faam_property,type,value,label,qualifiers
metadata,label,string,La Mascotte : opéra-comique en 3 actes,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992541,,
metadata,FAAM manifestation ID,id,KCA-030903711494,,
metadata,call number,string,UM-ZP-AUDRA-mascott-1,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,handwritten annotation,item,eHYWo9ba,translation,
statements,handwritten annotation,item,Pcc4PpDc,alternative lyrics,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,related item,item,mG2ZbgMb,La Mascotte : opéra-comique en 3 actes,
statements,related item,item,WMmcDubA,La Mascotte : opéra-comique en 3 actes,
statements,keyword,item,Uy6yW83v,comic opera,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,i3xfEHDr,La mascotte,
statements,agent,statement,3NyookEG,Anonymous,2ZAuwsSp||
statements,agent,statement,5MAp6eem,Edmond Audran,fkHJwpoD||
statements,agent,statement,WguLKB7a,Éditions Tallandier,GBgJfRbK|GDeKaNeC|
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
