category,faam_property,type,value,label,qualifiers
metadata,label,string,Klavier-Konzert d moll : mit Begleitung eines zweiten Klaviers,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992676,,
metadata,FAAM manifestation ID,id,KCA-030902586079,,
metadata,call number,string,UM-TP-BACH-con1052-1,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,VMA2AmEN,performance practice,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,CPJ2a2C2,articulation,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,e9t5BdLA,decrescendo,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,fkm6BFV4,sforzando,
statements,editorial annotation,item,c5cZmF37,decrescendo,
statements,editorial annotation,item,Rg6UtZ34,ritardando,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,editorial annotation,item,FhoqCrfh,realization of figured bass,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,65rhe5Po,concerto,
statements,keyword,item,KbQW9nkn,compilation album,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,MaWnCnVw,arrangement,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,fzKoGMhA,"Harpsichord Concerto No.1 in D minor, BWV 1052",
statements,agent,statement,QhRQ5LW9,Johann Sebastian Bach,fkHJwpoD||
statements,agent,statement,cCRS4yYP,Hugo Riemann,45qo3Fj3||
statements,agent,statement,AxpTCbUg,Steingräber Verlag,GBgJfRbK||
statements,role,item,fkHJwpoD,composer,
statements,role,item,45qo3Fj3,music editor,
statements,role,item,GBgJfRbK,publishing company,
