category,faam_property,type,value,base_url,label
metadata,label,string,Alexandre Guilmant,,
metadata,label,string,Alexandre Guilmant,,
metadata,description,string,French composer (1837–1911),,
metadata,nodegoat_id,id,15995774,,
metadata,aliases,string,Alex Guilmant,,
metadata,aliases,string,Félix-Alexandre Guilmant,,
metadata,aliases,string,Felix Alexandre Guilmant,,
metadata,aliases,string,Alexandre Guilmant,,
metadata,qid,externalid,Q350359,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,39561945,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/93077,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Guilmant,_Alexandre",https://imslp.org/wiki/,
statements,date of birth,date,1837-03-12,,
statements,date of death,date,1911-03-29,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,PGamAZRD,,organist
statements,occupation,item,6XD3homi,,music educator
statements,occupation,item,ZX7Jzf9y,,university teacher
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,7Seu8RXR,,Boulogne-sur-Mer
statements,place of death,item,LYNhW2nV,,Meudon
statements,instrument,item,RXg4snEH,,organ
statements,influenced by,item,QsmFbkdg,,Jacques-Nicolas Lemmens
statements,employer,item,NA5EnjbE,,Conservatoire de Paris
