category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Zwölf Etüden,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992549,,,
metadata,FAAM manifestation ID,id,KCA-030904702880,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,GpNEm7nw,,engage pedal,
statements,editorial annotation,item,LQE77nqs,,release pedal,
statements,editorial annotation,item,iyfjpyT2,,octave sign,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,EXzrp8XT,,ossia,
statements,handwritten annotation,item,TLaaNgbw,,chronometry,
statements,handwritten annotation,item,6fQyHcwz,,accent,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,GpNEm7nw,,engage pedal,
statements,handwritten annotation,item,LQE77nqs,,release pedal,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,related item,item,mDEpSGUY,,allegro,
statements,related item,item,T9uNf9Ax,,prelude,
statements,keyword,item,fCPKhUxw,,piano music,
statements,keyword,item,Fs2ZbaMQ,,étude,
statements,keyword,item,KdGKqPWR,,piano cycle,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,bJmRDwy3,,"Études d'exécution transcendante, S.139",
statements,agent,statement,6iVvX3mY,,Franz Liszt,YvQmwaaW||
statements,agent,statement,2yHpmJQV,,Marinus de Jong,oMERLdSN|bSzLPudk|
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre||1906
statements,agent,statement,Xqd8kuF3,,Eugen d'Albert,6UPEJgTQ||
