category,faam_property,type,value,label,qualifiers
metadata,label,string,Twenty-seven old Flemish folk songs : transcribed for piano,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992535,,
metadata,FAAM manifestation ID,id,KCA-030904517767,,
metadata,call number,string,UM-TP-MORTE-lied27-1/2/3,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,sections,html,"[h=1]Book III[/h]
<ul>
<li> XIX. Hartverheffing. Uplifting of the Heart </li>
<li> XXVII. Cecilia </li>
</ul>",,
statements,date,date,1922,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,RePdmToB,breath mark,
statements,handwritten annotation,item,bZxRjBKt,brackets,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,UGSpFRmF,piano music,
statements,keyword,item,C6jc7VSF,traditional folk music,
statements,keyword,item,k3bLkf2j,music of Belgium,
statements,keyword,item,4ZvdnZdj,programme music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,DDcUGWuh,Lodewijk Mortelmans,fkHJwpoD||1922
statements,role,item,fkHJwpoD,composer,
