category,faam_property,type,value,label,qualifiers
metadata,label,string,"Mon art du chant, trad. par E. Naegely",,
metadata,description,string,,,
metadata,nodegoat_id,id,16004205,,
metadata,FAAM manifestation ID,id,BNF-b387186265,,
metadata,call number,string,4-RO-4574,,
metadata,score format,item,ifXZogMQ,Music Treatise,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,sections,html,Anatomical charts.,,
statements,editorial annotation,item,X6bVrZbx,diagram,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,
statements,keyword,item,Sdw2foGQ,music theory,
statements,keyword,item,Vm5DPnGE,vocal pedagogy,
statements,keyword,item,9farY66Z,music education,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,kMENeT9w,Lilli Lehmann,fkHJwpoD||
statements,agent,statement,a4zARwX4,"Rouart, Lerolle & Cie",GBgJfRbK|GDeKaNeC|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
