category,faam_property,type,value,base_url,label
metadata,label,string,Leopold Jansa,,
metadata,label,string,Leopold Jansa,,
metadata,description,string,"Czech violinist, music educator and composer (1795–1875)",,
metadata,nodegoat_id,id,15996178,,
metadata,aliases,string,Leopold Jansa,,
metadata,qid,externalid,Q695079,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,42605931,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/108935,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Jansa,_Leopold",https://imslp.org/wiki/,
statements,date of birth,date,1795-03-23,,
statements,date of death,date,1875-01-25,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,MaWnCnVw,,arrangement
statements,related to,item,HwcYgL5C,,salon music
statements,occupation,item,9jaW5gj6,,librarian
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7pXkvEco,,Czech Republic
statements,nationality,item,hukgqSRn,,Austria–Hungary
statements,nationality,item,axY3tPPa,,Kingdom of Bohemia
statements,place of birth,item,7WmvohWx,,Ústí nad Orlicí
statements,place of death,item,LD8HW7Tp,,Vienna
statements,instrument,item,VZE4bgeN,,violin
statements,influenced by,item,GVgQzgaW,,
statements,influenced by,item,P62D7Sef,,
