category,faam_property,type,value,label,qualifiers
metadata,label,string,"Humoreska, op. 101 no. 7 = Célèbre humoresque",,
metadata,description,string,,,
metadata,nodegoat_id,id,16004381,,
metadata,FAAM manifestation ID,id,KCA-030902758835,,
metadata,call number,string,MM-DUBP-DVORA-humores-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1909,,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,Rg6UtZ34,ritardando,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,M9HRWrxt,reduction,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,L22MWk6s,"Humoresques, Op. 101",
statements,agent,statement,QxJM2hye,Antonín Dvořák,fkHJwpoD||
statements,agent,statement,APRRus3e,Fritz Kreisler,45qo3Fj3||
statements,agent,statement,TYRfydcx,Éditions Durand-Salabert-Eschig,GBgJfRbK|GDeKaNeC|1909
statements,role,item,fkHJwpoD,composer,
statements,role,item,45qo3Fj3,music editor,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
