category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Symphonie : voor koren en orkest,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992550,,,
metadata,FAAM manifestation ID,id,KCA-030901243292,,,
metadata,call number,string,MM-MS-DEVOC-symf-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,note,html,The original barcode has been changed to 03090388671.,,,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,bTYqbr5b,,pointer,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,handwritten annotation,item,2niWvJiL,,instrument substitution,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,handwritten annotation,item,48ukXYmB,,articulation,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Zgsxtx6S,,symphony,
statements,keyword,item,YVdQHjKd,,choral music,
statements,instrumentation,item,fTDkNCW3,,orchestra,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,agent,statement,edLpYFer,,Lodewijk de Vocht,YvQmwaaW||1930
