category,faam_property,type,value,label,qualifiers
metadata,label,string,1ère Valse,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005375,,
metadata,FAAM manifestation ID,id,ORP-20143703p16,,
metadata,call number,string,KTS1 H.11.map.003,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,RHxmTGG2,dance music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,VndR6uKx,Auguste Durand,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
