category,faam_property,type,value,label,qualifiers
metadata,label,string,Fantaisie Pour Piano et Cor : Sur l'Air Ecossair ; Intercalé dans la dame blanche ; Dédiée à Mademoiselle Cæli Lainé,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992748,,
metadata,FAAM manifestation ID,id,KCG-000749978,,
metadata,call number,string,V-B-00439(1)-HA,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,YRq3pSH7,cadenza,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,editorial annotation,item,YCgBhPNn,octave sign,
statements,editorial annotation,item,gSHSbZQr,instrument call,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,RHxmTGG2,dance music,
statements,keyword,item,Hrif6Qxb,solo,
statements,keyword,item,HwcYgL5C,salon music,
statements,instrumentation,item,MV3uErvy,flute,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,TMtExP5z,La dame blanche,
statements,agent,statement,X9NNUUiE,Émile Wambach,GBgJfRbK|GDeKaNeC|
statements,agent,statement,3B7D94aX,Martin-Joseph Mengal,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
