category,faam_property,type,value,label,qualifiers
metadata,label,string,Ninon : caprice pompadour: pour le piano,,
metadata,description,string,,,
metadata,nodegoat_id,id,16002134,,
metadata,FAAM manifestation ID,id,KCA-030904477624,,
metadata,call number,string,MM-TP-ELSEN-ninon-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,handwritten annotation,item,Wpq9sxzm,solmization,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,A865BeAb,capriccio,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,AeF7zHi4,Léon Grus,GBgJfRbK||
statements,agent,statement,AeF7zHi4,Léon Grus,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,role,item,GoiPpGap,performing artist,
