category,faam_property,type,value,base_url,label
metadata,label,string,Charles Burney,,
metadata,label,string,Charles Burney,,
metadata,description,string,English music historian (1726-1814),,
metadata,nodegoat_id,id,15995830,,
metadata,aliases,string,Charles Burney,,
metadata,qid,externalid,Q547002,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,15109973,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/118331,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Burney,_Charles",https://imslp.org/wiki/,
statements,date of birth,date,1726-04-07,,
statements,date of death,date,1814-04-12,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,PGamAZRD,,organist
statements,occupation,item,VtpefYDe,,historian
statements,occupation,item,YYyZX3aY,,musicologist
statements,occupation,item,C4Jco2kp,,music historian
statements,occupation,item,LcwfzPiG,,harpsichordist
statements,occupation,item,HFXn6pSD,,writer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,4sgDBRdV,,United Kingdom of Great Britain and Ireland
statements,place of birth,item,GpJQbzxw,,Shrewsbury
statements,place of death,item,L57L7BPR,,Chelsea
statements,instrument,item,RXg4snEH,,organ
statements,educated at,item,BY6fTgtX,,Shrewsbury School
