category,faam_property,type,value,label,qualifiers
metadata,label,string,Douze études caractéristiques de concert. Op. 2,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005449,,
metadata,FAAM manifestation ID,id,ORP-20143701p16,,
metadata,call number,string,KTS1 H.11.map.005,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,9farY66Z,music education,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,h4DJaA7D,Adolf von Henselt,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
