category,faam_property,type,value,base_url,label
metadata,label,string,Luigi Torchi,,
metadata,description,string,Italian musicologist (1858–1920),,
metadata,id,id,SaJB9vhW,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q3840209,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,74120139,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30110817,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Torchi,_Luigi",https://imslp.org/wiki/,
statements,date of birth,date,1858-11-07,,
statements,date of death,date,1920-09-18,,
statements,date of death,date,1920-09-19,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,YYyZX3aY,,musicologist
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,RNVCZ5PK,,Kingdom of Italy
statements,place of birth,item,9p3H3Y7B,,Mordano
statements,place of death,item,RZra3Qhj,,Bologna
statements,influenced by,item,HbajU3bH,,
statements,influenced by,item,DaCzzraM,,Carl Reinecke
statements,influenced by,item,ZcmVLJWz,,
statements,educated at,item,maXxWgVU,,Philharmonic Academy of Bologna
statements,educated at,item,ec7nQThM,,
resources,image,image,Luigi_Torchi.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
