category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Das wohltemperierte Klavier,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992691,,,
metadata,FAAM manifestation ID,id,KCA-030901767043,,,
metadata,call number,string,MM-TP-BACH-wohltem-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,atGzytDR,,affect,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,musical work,item,dwdaRArz,,The Well-Tempered Clavier,
statements,agent,statement,2yHpmJQV,,Marinus de Jong,oMERLdSN||
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
statements,agent,statement,2vdPrW4J,,Ferruccio Busoni,6UPEJgTQ||1894
