category,faam_property,type,value,label,qualifiers
metadata,label,string,"Faun und Schäferin: liedercyklus für Gesang und Klavier, op. 2 = Le faune et la bergère: suite pour chant et piano, opus 2",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992282,,
metadata,FAAM manifestation ID,id,KCA-030902642138,,
metadata,call number,string,MM-LEPP-STRAV-favn-1,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,handwritten annotation,item,5cGY6iAh,transliteration,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,fQLeQtvy,song cycle,
statements,keyword,item,2ERFye5m,pastoral,
statements,keyword,item,M9HRWrxt,reduction,
statements,instrumentation,item,KJkThvsq,voice,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,NeVQ2pdU,"The Faun and the Shepherdess, K002",
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,nKP9cAbn,Igor Stravinsky,fkHJwpoD||
statements,agent,statement,dFuet8CD,Boosey & Hawkes,GBgJfRbK||
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
