category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Mon art du chant, trad. par E. Naegely",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004205,,,
metadata,FAAM manifestation ID,id,BNF-b387186265,,,
metadata,call number,string,4-RO-4574,,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,sections,html,Anatomical charts.,,,
statements,editorial annotation,item,kpGZyoEa,,diagram,
statements,provenance,item,PRjsXYR5,,Bibliothèque Nationale de France,
statements,keyword,item,Mk25KX72,,music theory,
statements,keyword,item,ZS9h3s2q,,vocal pedagogy,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,bXQ3q5d7,,Lilli Lehmann,YvQmwaaW||
statements,agent,statement,Lf7agAjT,,Rouart Lerolle,7tdgMgre|dtkJhYLf|
