category,faam_property,type,value,base_url,label
metadata,label,string,Hermann A. Korff,,
metadata,description,string,German literary historian (1882–1963),,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q391037,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,111391128,https://viaf.org/viaf/,
statements,date of birth,date,1882-04-03,,
statements,date of death,date,1963-07-11,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,TResQd5z,,literary historian
statements,occupation,item,ZX7Jzf9y,,university teacher
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,S3ZnRaR7,,German Democratic Republic
statements,place of birth,item,jdQCCb5Y,,Bremen
statements,place of death,item,GKcJxAtt,,Leipzig
statements,educated at,item,kiPMHyZB,,University of Bonn
statements,employer,item,isT2xDMy,,Goethe University Frankfurt
statements,employer,item,ckXxjQgc,,University of Giessen
statements,employer,item,cc2zjtBZ,,Leipzig University
